id,building_project_id:id,name
scenario.crm_lead_dummy_calls380,scenario.buildingproject_-2142289069,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls381,scenario.buildingproject_-2142287097,Dummy opportunity for Nachbestellung Schulhaus Birsfelden 
scenario.crm_lead_dummy_calls382,scenario.buildingproject_-2142284937,Dummy opportunity for Pilotprojekt nachfassen: Ist am KNX Programmieren
scenario.crm_lead_dummy_calls383,scenario.buildingproject_-2142283951,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls384,scenario.buildingproject_-2142283106,Dummy opportunity for Bestellung gem. Offerte 2120814 (Nachlieferung)
scenario.crm_lead_dummy_calls385,scenario.buildingproject_-2142282484,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls386,scenario.buildingproject_-2142282418,Dummy opportunity for Offerttnachbearbeitung 
scenario.crm_lead_dummy_calls387,scenario.buildingproject_-2142282175,Dummy opportunity for Bestellung gem. Offerte 2120846
scenario.crm_lead_dummy_calls388,scenario.buildingproject_-2142278028,Dummy opportunity for Offernachbearbeitung (noch offen)
scenario.crm_lead_dummy_calls389,scenario.buildingproject_-2142272810,Dummy opportunity for Offertanfrage 
scenario.crm_lead_dummy_calls390,scenario.buildingproject_-2142270881,Dummy opportunity for Nachfrage Musterlieferung 
scenario.crm_lead_dummy_calls391,scenario.buildingproject_-2142270849,Dummy opportunity for Objekt nachgefasst 
scenario.crm_lead_dummy_calls392,scenario.buildingproject_-2142270771,Dummy opportunity for Objekte nachfassen
scenario.crm_lead_dummy_calls393,scenario.buildingproject_-2142270587,Dummy opportunity for Objekt nachgefasst --> Auftrag erhalten --> Offerte über W+F wenn Mengengerüst erhalten
scenario.crm_lead_dummy_calls394,scenario.buildingproject_-2142262245,Dummy opportunity for Mengengerüst für GH aufbereiten
scenario.crm_lead_dummy_calls395,scenario.buildingproject_-2142244797,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls396,scenario.buildingproject_-2142233729,Dummy opportunity for Frage zu Bestellung 3060543 Umbau Spitalgasse
scenario.crm_lead_dummy_calls397,scenario.buildingproject_-2142233619,Dummy opportunity for Objektakquise
scenario.crm_lead_dummy_calls398,scenario.buildingproject_-2142231788,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls399,scenario.buildingproject_-2142231612,Dummy opportunity for Möchte eine Offerte
scenario.crm_lead_dummy_calls400,scenario.buildingproject_-2142231530,Dummy opportunity for Weitere erklärung für das Objekt
scenario.crm_lead_dummy_calls401,scenario.buildingproject_-2142230582,"Dummy opportunity for Objekt Bildungszentrum Uster, Berufsschulsstr. 1, 8610 Uster nachgefasst "
scenario.crm_lead_dummy_calls402,scenario.buildingproject_-2142230528,Dummy opportunity for Objekt Oberzil
scenario.crm_lead_dummy_calls403,scenario.buildingproject_-2142230420,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls404,scenario.buildingproject_-2142227666,Dummy opportunity for Offerte nachfassen
scenario.crm_lead_dummy_calls405,scenario.buildingproject_-2142225549,Dummy opportunity for Abklärung Offertanfrage
scenario.crm_lead_dummy_calls406,scenario.buildingproject_-2142225310,Dummy opportunity for Planungsberatung
scenario.crm_lead_dummy_calls407,scenario.buildingproject_-2142224889,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls408,scenario.buildingproject_-2142224777,Dummy opportunity for Hat die Störung nicht beheben können
scenario.crm_lead_dummy_calls409,scenario.buildingproject_-2142224702,"Dummy opportunity for Hat die Offerte von OF, Beerli -> Preis ist zu hoch"
scenario.crm_lead_dummy_calls410,scenario.buildingproject_-2142224558,Dummy opportunity for Termin für Begehung Burriweg vereinbaren
scenario.crm_lead_dummy_calls411,scenario.buildingproject_-2142223656,Dummy opportunity for Stand abfragen
scenario.crm_lead_dummy_calls412,scenario.buildingproject_-2142221952,Dummy opportunity for Besprechung Offerte 
scenario.crm_lead_dummy_calls413,scenario.buildingproject_-2142220095,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls414,scenario.buildingproject_-2142219904,Dummy opportunity for Projektakquisition
scenario.crm_lead_dummy_calls415,scenario.buildingproject_-2142218429,Dummy opportunity for dringende Offertanfrage Objekt 2 MFH Berg
scenario.crm_lead_dummy_calls416,scenario.buildingproject_-2142218167,Dummy opportunity for Bei Sigi nachfragen
scenario.crm_lead_dummy_calls417,scenario.buildingproject_-2142218079,Dummy opportunity for Haben den Auftrag nicht erhalten
scenario.crm_lead_dummy_calls418,scenario.buildingproject_-2142217384,Dummy opportunity for Muster Retour / Bescheid über das Projekt
scenario.crm_lead_dummy_calls419,scenario.buildingproject_-2142215831,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls420,scenario.buildingproject_-2142215812,Dummy opportunity for Projekt nachgefasst 
scenario.crm_lead_dummy_calls421,scenario.buildingproject_-2142215370,Dummy opportunity for Nachfrage Planungsberatung
scenario.crm_lead_dummy_calls422,scenario.buildingproject_-2142213825,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls423,scenario.buildingproject_-2142213109,Dummy opportunity for Konditionen/Rabattierung (NFA Ineltec)
scenario.crm_lead_dummy_calls424,scenario.buildingproject_-2142212280,Dummy opportunity for Planungsberatung 
scenario.crm_lead_dummy_calls425,scenario.buildingproject_-2142211871,Dummy opportunity for Projekt nachgefasst
scenario.crm_lead_dummy_calls426,scenario.buildingproject_-2142210678,Dummy opportunity for Nachfrage betreffend Ausschreibung
scenario.crm_lead_dummy_calls427,scenario.buildingproject_-2142210439,Dummy opportunity for Beleuchtung Brüderhofweg
scenario.crm_lead_dummy_calls428,scenario.buildingproject_-2142210306,Dummy opportunity for IL Projekt nachfassen
scenario.crm_lead_dummy_calls429,scenario.buildingproject_-2142210111,"Dummy opportunity for DLA Idee: Wie ist es mit der EB-Lösung der IL? (RU35 oder RE35, bzw. LU120 oder LE120"
scenario.crm_lead_dummy_calls430,scenario.buildingproject_-2142204874,Dummy opportunity for Offertnachbearbeitung (noch keine Baubewilligung)
scenario.crm_lead_dummy_calls431,scenario.buildingproject_-2142204842,Dummy opportunity for Kontaktaufnahme Planungsberatung
scenario.crm_lead_dummy_calls432,scenario.buildingproject_-2142204059,Dummy opportunity for Termin nochmals abholen: ist i.O.
scenario.crm_lead_dummy_calls433,scenario.buildingproject_-2142203518,Dummy opportunity for Entscheider qualifizieren Neubau Inselspital
scenario.crm_lead_dummy_calls434,scenario.buildingproject_-2142203505,Dummy opportunity for Kontaktinfo Bauprojekt Kohlistieg Riehen
scenario.crm_lead_dummy_calls435,scenario.buildingproject_-2142193344,Dummy opportunity for Besprechung Planungsberatung
scenario.crm_lead_dummy_calls436,scenario.buildingproject_-2142188216,"Dummy opportunity for Leider nichts geworden, kein Budget für dieses Projekt + nicht verhältnismässig betr. Objekt"
scenario.crm_lead_dummy_calls437,scenario.buildingproject_-2142187820,Dummy opportunity for Situation ?
scenario.crm_lead_dummy_calls438,scenario.buildingproject_-2142182666,Dummy opportunity for Objektakquisition
scenario.crm_lead_dummy_calls439,scenario.buildingproject_-2142181603,Dummy opportunity for Möchte ein Projekt mit IL ausrüsten
scenario.crm_lead_dummy_calls440,scenario.buildingproject_-2142181520,Dummy opportunity for Bestellt ?
scenario.crm_lead_dummy_calls441,scenario.buildingproject_-2142181278,Dummy opportunity for Objektakquisition (NFA Ineltec)
scenario.crm_lead_dummy_calls442,scenario.buildingproject_-2142181097,Dummy opportunity for Bestellung telefonisch -> IL's + Besprechung Bedarf 2016
scenario.crm_lead_dummy_calls443,scenario.buildingproject_-2142181078,Dummy opportunity for Nicht erreicht - Combox mit Bitte zum Rückruf
scenario.crm_lead_dummy_calls444,scenario.buildingproject_-2142180405,Dummy opportunity for Stand Schweighof
scenario.crm_lead_dummy_calls445,scenario.buildingproject_-2142179213,Dummy opportunity for Installation DALI-Melder in Hohldecke
scenario.crm_lead_dummy_calls446,scenario.buildingproject_-2142177819,Dummy opportunity for Offertnachbearbeitung (Zuschlag erhalten)
scenario.crm_lead_dummy_calls447,scenario.buildingproject_-2142175498,Dummy opportunity for Objekt nachfassen (Ist im Urlaub bis Dienstag KW 45 )
scenario.crm_lead_dummy_calls448,scenario.buildingproject_-2142175339,"Dummy opportunity for Planungsberatung MFH Schutzmühle, 9330 St.Margrehten"
scenario.crm_lead_dummy_calls449,scenario.buildingproject_-2142174684,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls450,scenario.buildingproject_-2142174621,Dummy opportunity for Termin mit Architekt 
scenario.crm_lead_dummy_calls451,scenario.buildingproject_-2142174582,Dummy opportunity for Info an Projekt
scenario.crm_lead_dummy_calls452,scenario.buildingproject_-2142174258,Dummy opportunity for Stand nachfragen: Wieder nicht erreicht
scenario.crm_lead_dummy_calls453,scenario.buildingproject_-2142174075,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls454,scenario.buildingproject_-2142174010,Dummy opportunity for Objekte nachgefasst
scenario.crm_lead_dummy_calls455,scenario.buildingproject_-2142174007,Dummy opportunity for Stand Werkof Scuol / Hobosensor auswerten
scenario.crm_lead_dummy_calls456,scenario.buildingproject_-2142173748,Dummy opportunity for Offerte Kommission Marra
scenario.crm_lead_dummy_calls457,scenario.buildingproject_-2142173617,Dummy opportunity for Abklärung zu Schaltung Treppenhaus
scenario.crm_lead_dummy_calls458,scenario.buildingproject_-2142173332,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls459,scenario.buildingproject_-2142171764,Dummy opportunity for Objektakquise MFH Felben
scenario.crm_lead_dummy_calls460,scenario.buildingproject_-2142171599,Dummy opportunity for Info an Objekt
scenario.crm_lead_dummy_calls461,scenario.buildingproject_-2142171274,Dummy opportunity for Offertnachbearbeitung (nicht erreicht)
scenario.crm_lead_dummy_calls462,scenario.buildingproject_-2142171159,"Dummy opportunity for Offerte Objekt MFH Maturtweg, Grabs"
scenario.crm_lead_dummy_calls463,scenario.buildingproject_-2142170438,Dummy opportunity for Nacgfrage Objekt 
scenario.crm_lead_dummy_calls464,scenario.buildingproject_-2142170237,Dummy opportunity for Offertnachbearbeitung (noch nicht aktuell)
scenario.crm_lead_dummy_calls465,scenario.buildingproject_-2142168453,Dummy opportunity for 3. Bestellung Lichthof 
scenario.crm_lead_dummy_calls466,scenario.buildingproject_-2142168378,Dummy opportunity for Technische Frage zur Planungsberatung (wird realisiert)
scenario.crm_lead_dummy_calls467,scenario.buildingproject_-2142167223,Dummy opportunity for Objekt Silbergrube nachgefasst. 
scenario.crm_lead_dummy_calls468,scenario.buildingproject_-2142167160,Dummy opportunity for Trio-DALI Melder hat evtl. falsche SW
scenario.crm_lead_dummy_calls469,scenario.buildingproject_-2142165129,Dummy opportunity for Projekt Bumotec und Luxit ?
scenario.crm_lead_dummy_calls470,scenario.buildingproject_-2142164907,Dummy opportunity for Planungsberatung (MKA ist informiert)
scenario.crm_lead_dummy_calls471,scenario.buildingproject_-2142164734,Dummy opportunity for Projekt ?
scenario.crm_lead_dummy_calls472,scenario.buildingproject_-2142164625,Dummy opportunity for Objekt nachgefasst / Termin für Kontaktpflege vereinbart
scenario.crm_lead_dummy_calls473,scenario.buildingproject_-2142163697,Dummy opportunity for Rückmeldung betreffend Anbindung von ILC an KNX
scenario.crm_lead_dummy_calls474,scenario.buildingproject_-2142163262,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls475,scenario.buildingproject_-2142162603,Dummy opportunity for Muster: Sind noch nicht retourniert (Farbdeckel)
scenario.crm_lead_dummy_calls476,scenario.buildingproject_-2142159608,Dummy opportunity for IL Projekt aus Leads Ineltec
scenario.crm_lead_dummy_calls477,scenario.buildingproject_-2142159360,Dummy opportunity for Termin zusammen mit RHU für Besprechung WBG Eigengrund vereinbaren
scenario.crm_lead_dummy_calls478,scenario.buildingproject_-2142157472,Dummy opportunity for Info an Projekt
scenario.crm_lead_dummy_calls479,scenario.buildingproject_-2142156300,Dummy opportunity for Offerte
scenario.crm_lead_dummy_calls480,scenario.buildingproject_-2142156186,Dummy opportunity for Info an Onjekt
scenario.crm_lead_dummy_calls481,scenario.buildingproject_-2142154759,"Dummy opportunity for Hat ein Projekt, wo er gerne die IL drin hat"
scenario.crm_lead_dummy_calls482,scenario.buildingproject_-2142153582,Dummy opportunity for Auftraggeber (Bank) hat sich für das DS-System entschieden
scenario.crm_lead_dummy_calls483,scenario.buildingproject_-2142152960,Dummy opportunity for Termin mit Planer vorort
scenario.crm_lead_dummy_calls484,scenario.buildingproject_-2142150641,Dummy opportunity for Nachfrage bezüglich Offerte
scenario.crm_lead_dummy_calls485,scenario.buildingproject_-2142150472,Dummy opportunity for IL-Control nochmals vorstellen
scenario.crm_lead_dummy_calls486,scenario.buildingproject_-2142149038,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls487,scenario.buildingproject_-2142148636,Dummy opportunity for Nachfrage Projekt 
scenario.crm_lead_dummy_calls488,scenario.buildingproject_-2142148419,Dummy opportunity for Stand abklären
scenario.crm_lead_dummy_calls489,scenario.buildingproject_-2142148227,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls490,scenario.buildingproject_-2142142951,Dummy opportunity for Bauprojekt Bodenacker qualifizieren > Konzept vorstellen
scenario.crm_lead_dummy_calls491,scenario.buildingproject_-2142141977,Dummy opportunity for Offerte
scenario.crm_lead_dummy_calls492,scenario.buildingproject_-2142141716,Dummy opportunity for Offertnachbearbeitung (Auftrag verloren)
scenario.crm_lead_dummy_calls493,scenario.buildingproject_-2142141538,Dummy opportunity for Objekt nachbearbeiten
scenario.crm_lead_dummy_calls494,scenario.buildingproject_-2142140566,Dummy opportunity for Möchte auch noch mitrechnen
scenario.crm_lead_dummy_calls495,scenario.buildingproject_-2142139706,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls496,scenario.buildingproject_-2142137764,Dummy opportunity for Objektnachbearbeitung (Urlaubsabwesenheit)
scenario.crm_lead_dummy_calls497,scenario.buildingproject_-2142136549,Dummy opportunity for Objekt Grosspeter Tower nachgefasst.
scenario.crm_lead_dummy_calls498,scenario.buildingproject_-2142136173,Dummy opportunity for Nachfrage Objekt 
scenario.crm_lead_dummy_calls499,scenario.buildingproject_-2142134910,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls500,scenario.buildingproject_-2142134890,Dummy opportunity for Wünscht Offertkopie
scenario.crm_lead_dummy_calls501,scenario.buildingproject_-2142134552,Dummy opportunity for Nachgefasst Letzihof
scenario.crm_lead_dummy_calls502,scenario.buildingproject_-2142134091,Dummy opportunity for Objekte nachgefasst
scenario.crm_lead_dummy_calls503,scenario.buildingproject_-2142130530,Dummy opportunity for Anpassung Offerte
scenario.crm_lead_dummy_calls504,scenario.buildingproject_-2142130061,Dummy opportunity for Planungsberatung
scenario.crm_lead_dummy_calls505,scenario.buildingproject_-2142129223,Dummy opportunity for Info SH Scherzingen / Termin für Kontaktpflege vereinbart
scenario.crm_lead_dummy_calls506,scenario.buildingproject_-2142129216,Dummy opportunity for Kontakt mit Aeberli informieren
scenario.crm_lead_dummy_calls507,scenario.buildingproject_-2142128503,Dummy opportunity for Offertanfrage Objekt: Schulhaus Melchtal
scenario.crm_lead_dummy_calls508,scenario.buildingproject_-2142128420,Dummy opportunity for Sucht den Slave vom Max und die AP-Version
scenario.crm_lead_dummy_calls509,scenario.buildingproject_-2142128186,Dummy opportunity for Abklärung Wohnüberbauung ABZ Oerlikon 1 
scenario.crm_lead_dummy_calls510,scenario.buildingproject_-2142127769,Dummy opportunity for IL-C Konzept
scenario.crm_lead_dummy_calls511,scenario.buildingproject_-2142127195,Dummy opportunity for Info an Projekt
scenario.crm_lead_dummy_calls512,scenario.buildingproject_-2142126937,Dummy opportunity for Balkenleuchte mit IL-C / neues Bauprojekt mit IL1
scenario.crm_lead_dummy_calls513,scenario.buildingproject_-2142124047,Dummy opportunity for Hat Bearf
scenario.crm_lead_dummy_calls514,scenario.buildingproject_-2142122110,Dummy opportunity for Duo-Melder für Nasszelle mit 2 separaten Lichtgruppen
scenario.crm_lead_dummy_calls515,scenario.buildingproject_-2142120784,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls516,scenario.buildingproject_-2142119945,Dummy opportunity for Leuchte Defekt
scenario.crm_lead_dummy_calls517,scenario.buildingproject_-2142116058,Dummy opportunity for Offertanfrage
scenario.crm_lead_dummy_calls518,scenario.buildingproject_-2142093977,Dummy opportunity for Offertanfrage Wesley Haus Basel
scenario.crm_lead_dummy_calls519,scenario.buildingproject_-2142092811,Dummy opportunity for IL-Konzept in Teamsitzung
scenario.crm_lead_dummy_calls520,scenario.buildingproject_-2142092793,Dummy opportunity for Möchte keine STEINEL Leuchte
scenario.crm_lead_dummy_calls521,scenario.buildingproject_-2142091742,Dummy opportunity for Projekt mit 50'000.-  KNX-Melder wird Züblin machen
scenario.crm_lead_dummy_calls522,scenario.buildingproject_-2142091697,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls523,scenario.buildingproject_-2142089884,Dummy opportunity for Abklärungen Planungsberatung
scenario.crm_lead_dummy_calls524,scenario.buildingproject_-2142086360,Dummy opportunity for Abklärung Offertanfrage
scenario.crm_lead_dummy_calls525,scenario.buildingproject_-2142083721,Dummy opportunity for Offertnachbearbeitung 
scenario.crm_lead_dummy_calls526,scenario.buildingproject_-2142081100,Dummy opportunity for Anfrage Objektberatung
scenario.crm_lead_dummy_calls527,scenario.buildingproject_-2142079792,Dummy opportunity for Konditionen OF 2124175
scenario.crm_lead_dummy_calls528,scenario.buildingproject_-2142079019,Dummy opportunity for Offerte nachgefasst
scenario.crm_lead_dummy_calls529,scenario.buildingproject_-2142078227,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls530,scenario.buildingproject_-2142078139,Dummy opportunity for Offerte aufgleisen
scenario.crm_lead_dummy_calls531,scenario.buildingproject_-2142074689,Dummy opportunity for weitere Schritte zu Bestellung 
scenario.crm_lead_dummy_calls532,scenario.buildingproject_-2142074559,Dummy opportunity for Einsatz Einbaudosen ?
scenario.crm_lead_dummy_calls533,scenario.buildingproject_-2142070473,Dummy opportunity for Telefonische Beratung 
scenario.crm_lead_dummy_calls534,scenario.buildingproject_-2142068135,Dummy opportunity for Möchte Offerte
scenario.crm_lead_dummy_calls535,scenario.buildingproject_-2142067664,Dummy opportunity for Muster im Fokus halten
scenario.crm_lead_dummy_calls536,scenario.buildingproject_-2142066662,Dummy opportunity for Besprechung Planungsberatung
scenario.crm_lead_dummy_calls537,scenario.buildingproject_-2142066657,Dummy opportunity for Info an Projekt
scenario.crm_lead_dummy_calls538,scenario.buildingproject_-2142065700,Dummy opportunity for Projekt ?
scenario.crm_lead_dummy_calls539,scenario.buildingproject_-2142065162,Dummy opportunity for Objektakquisition
scenario.crm_lead_dummy_calls540,scenario.buildingproject_-2142065080,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls541,scenario.buildingproject_-2142065069,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls542,scenario.buildingproject_-2142064937,Dummy opportunity for Alles io Objekt?
scenario.crm_lead_dummy_calls543,scenario.buildingproject_-2142063911,Dummy opportunity for Möchte einen Preis für eine Korridorbeleuchtung
scenario.crm_lead_dummy_calls544,scenario.buildingproject_-2142061243,Dummy opportunity for Planungsberatung Infos
scenario.crm_lead_dummy_calls545,scenario.buildingproject_-2142058901,Dummy opportunity for Abklärung Planungsberatung
scenario.crm_lead_dummy_calls546,scenario.buildingproject_-2142055011,Dummy opportunity for Termin für Konzeptbesprechung vereinbaren
scenario.crm_lead_dummy_calls547,scenario.buildingproject_-2142050426,Dummy opportunity for Projektnachbearbeitung
scenario.crm_lead_dummy_calls548,scenario.buildingproject_-2142050252,Dummy opportunity for Bestellung nachgefasst 
scenario.crm_lead_dummy_calls549,scenario.buildingproject_-2142049007,Dummy opportunity for dringende Offertanfrage
scenario.crm_lead_dummy_calls550,scenario.buildingproject_-2142048144,Dummy opportunity for Termin für Planungsberatung vereinbart
scenario.crm_lead_dummy_calls551,scenario.buildingproject_-2142045586,Dummy opportunity for Inhalt der Offerte kurz prüfen (OF-6815095)
scenario.crm_lead_dummy_calls552,scenario.buildingproject_-2142041759,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls553,scenario.buildingproject_-2142040780,Dummy opportunity for Nach IL Konzept beim Bauherr: Weitere Etappen nachfassen
scenario.crm_lead_dummy_calls554,scenario.buildingproject_-2142038597,Dummy opportunity for Bestellung
scenario.crm_lead_dummy_calls555,scenario.buildingproject_-2142038338,Dummy opportunity for Ist noch nicht soweit
scenario.crm_lead_dummy_calls556,scenario.buildingproject_-2142038336,Dummy opportunity for Bondini Urdorf - was ist hier der Stand
scenario.crm_lead_dummy_calls557,scenario.buildingproject_-2142038318,Dummy opportunity for Unterstützung anbieten
scenario.crm_lead_dummy_calls558,scenario.buildingproject_-2142037354,Dummy opportunity for Offertanfrage
scenario.crm_lead_dummy_calls559,scenario.buildingproject_-2142034841,Dummy opportunity for Bestellung 
scenario.crm_lead_dummy_calls560,scenario.buildingproject_-2142031824,Dummy opportunity for Projekt ?
scenario.crm_lead_dummy_calls561,scenario.buildingproject_-2142031560,Dummy opportunity for Nachfrage Objekt 
scenario.crm_lead_dummy_calls562,scenario.buildingproject_-2142030426,Dummy opportunity for Besprechung Offerte und Planungsberatung
scenario.crm_lead_dummy_calls563,scenario.buildingproject_-2142029814,Dummy opportunity for Offerte für Devisierung (Noldi ist in den Ferien bis KW05)
scenario.crm_lead_dummy_calls564,scenario.buildingproject_-2142027736,Dummy opportunity for Qualifizieren: Bauprojekt Ankenbüel in Zumikon
scenario.crm_lead_dummy_calls565,scenario.buildingproject_-2142027561,Dummy opportunity for Casada Fadail
scenario.crm_lead_dummy_calls566,scenario.buildingproject_-2142025227,"Dummy opportunity for Fragen, ob SLX statt Pirios (KNX) in Frage kommt"
scenario.crm_lead_dummy_calls567,scenario.buildingproject_-2142024587,Dummy opportunity for Offertanfrage 
scenario.crm_lead_dummy_calls568,scenario.buildingproject_-2142024176,Dummy opportunity for Ist noch offen
scenario.crm_lead_dummy_calls569,scenario.buildingproject_-2142023326,Dummy opportunity for Leuchtenkonzept austauschen
scenario.crm_lead_dummy_calls570,scenario.buildingproject_-2142020697,Dummy opportunity for Evtl. Spezleuchte für Syngenta Basel?
scenario.crm_lead_dummy_calls571,scenario.buildingproject_-2142018766,Dummy opportunity for Abklärung Planungsberatung Beringen/Herisau
